,Title,Authors,Abstract,Published Date,Journal Title,Volume,Issue,Year,Pages,Link
0,Reforming the International Monetary Fund – Why its Legitimacy is at Stake,['Hector R. Torres'],"The International Monetary Fund was designed to promote international monetary cooperation and foreign exchange stability, so as to facilitate international trade, high levels of employment and real income, and the development of the productive resources of all its members. However, the Fund's capacity to influence its key members’ policies through its advice, and to give confidence to potential borrowers by offering opportune and meaningful financial assistance in case of trouble, has been seriously put into question. Its governance structure is inconsistent with its multilateral nature and is dysfunctional to its purposes. There is also an ideological bias in its policy advice that prevents the Fund from being responsive to citizens' concerns and challenges posed by globalization. The ongoing reform process is tinkering on the margins and if not redressed will fail to bring additional credibility and effectiveness to the Fund.", 09 August 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 443–460, https://doi.org/10.1093/jiel/jgm015
1,Global Justice and the Bretton Woods Institutions,['Frank J. Garcia'],"Together with the WTO, the Bretton Woods Institutions are the preeminent international institutions devoted to managing international economic relations. This mandate puts them squarely in the center of the debate concerning development, inequality and global justice. This essay explores how justice criteria might apply to the ideology and operations of the World Bank and the International Monetary Fund. Using the Rawlsian model of egalitarian justice adapted to international institutions by the author in connection with the WTO, this essay asks what difference it would make for the Bank and Fund if an explicit justice framework informed their international lending activities.", 10 August 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 461–481, https://doi.org/10.1093/jiel/jgm022
2,The Culture of the WTO: Why it Needs to Change,['Debra P. Steger'],"The WTO is an international organization with its own distinctive culture, which is derived from the practice and experience of the GATT. The WTO, however, is not the old GATT. The multilateral trading system was transformed into an international organization in 1995, and today, the WTO also administers a host of agreements that contain detailed rules regulating international economic activity. The membership of the WTO has grown to 150, the vast majority of which are developing countries. Most importantly, the trading system, which was once bi-polar, driven by the United States and the European Union, has changed dramatically to become multi-polar, with the large emerging economies, such as China, India and Brazil, becoming major economic powers in their own right. The WTO needs major surgery in order to respond effectively to the new political realities in the international economic system. The current impasse in the Doha Round is in large part due to the great transformation in geopolitical power relationships taking place in the world today. If the Round fails, it will not be the end of the WTO. On the contrary, it might provide a useful ‘time out’ for the multilateral system to find its new stride. A related problem is that the mandate of the WTO is no longer clear. This article suggests that WTO Members work together to define the new purpose and mandate of the WTO to make it relevant to governments, companies and people in the 21st century. Institutional reform of the WTO is needed to provide it with the architecture and decision making machinery that will allow it to become a vibrant, responsive and accountable organization.", 24 July 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 483–495, https://doi.org/10.1093/jiel/jgm020
3,Preparing for Structural Reform in the WTO,['Thomas Cottier'],"The structure and operation of the WTO have not been at the forefront of attention of negotiations ever since the General Agreement on Tariffs and Trade was introduced in 1947. The modus operandi of negotiations has essentially remained unchanged despite the turn towards non-tariff barriers in complex operations of treaty-making ever since the Kennedy Round. The note argues that the evolution and introduction of the two-tier system of dispute settlement in 1995 marks the most profound structural change, but is not able on its own to deal with all of the challenges of tackling non-tariff barriers in the WTO. Today, the Organization forms part of a complex system of multilayered governance, both horizontally and vertically. It calls for more appropriate structure–substance pairings. The note addresses the need to review negotiating processes in the field of non-tariff barriers. It suggests establishing a proper balance with dispute settlement and case law, and rendering the function and role of the Secretariat of the WTO more transparent. The creation of a two-tier system is suggested, with a Consultative Committee and a Standing Committee on Legal Affairs within the WTO in order to support and initiate a long overdue structural debate in the WTO.", 01 September 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 497–508, https://doi.org/10.1093/jiel/jgm030
4,Good Governance at the World Trade Organization: Building a Foundation of Administrative Law,['Daniel C. Esty'],"Good governance lies at the heart of both the effectiveness and legitimacy of collective decision-making. In this essay, Professor Esty argues that, if the World Trade Organization (WTO) is to be successful in its designated role of promoting trade liberalization and helping to manage international economic interdependence, it needs a deeper commitment to good governance, advanced through a more refined structure of administrative rules and procedures. He identifies 14 core elements of good governance and traces how administrative law might promote each one in the WTO context. While acknowledging the difficulty of bringing administrative law to the supranational level, Esty concludes that there exists an emerging consensus around many of the underpinnings of good governance—and therefore places value in trying to build these elements in to the WTO policy-making process.", 27 July 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 509–527, https://doi.org/10.1093/jiel/jgm026
5,Multilevel Judicial Governance of International Trade Requires a Common Conception of Rule of Law and Justice,['Ernst-Ulrich Petersmann'],"Since the establishment of the Permanent Court of International Justice in 1922, governments have consented to, and actively used, an ever larger number of international and transnational courts, quasi-judicial dispute settlement bodies and ad hoc arbitral tribunals for the settlement of disputes over the interpretation and application of rules of international law. Such judicial clarification of disputed interpretations of incomplete, intergovernmental agreements reduces not only the negotiation costs of governments by delegating the clarification of contested facts and legal claims to independent third-party adjudication. Judicial decision-making at intergovernmental, transnational, national and private levels also supplements rule-making and offers citizens judicial remedies for defending their rights and interests. Modern international economic law increasingly complements intergovernmental, legislative, and administrative governance by multilevel ‘judicial governance’ so as to protect rule of law more effectively for the benefit of citizens (Section I). This contribution criticizes the one-sidedly power-oriented perceptions of WTO law as ‘international law among states’ (Section II) and the related perceptions of international judges as dependent agents of states (Section III). Civil society, parliaments and democratic governments should encourage national and international judges to cooperate in their legal task of interpreting citizen-oriented international economic law ‘in conformity with principles of justice and international law’, as explicitly prescribed in the Vienna Convention on the Law of Treaties (VCLT). The legal coherence of multilevel judicial governance depends on protecting principles of procedural as well as substantive justice and a common conception of ‘rule of law’ not only in intergovernmental relations among states, but also vis-à-vis their citizens engaged in, and benefiting from, international trade (Sections IV–VIII).", 30 July 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 529–551, https://doi.org/10.1093/jiel/jgm019
6,WTO for Trade and Development Post-Doha,['Seung Wha Chang'],"The WTO Members’ negotiations under the Doha mandate on special and differential treatment (‘SDT’) and development issues have made little progress. The gap between developed countries and developing countries in this regard seems too wide to be bridged. This gap originates from a fundamental difference in their basic stances on cross-cutting issues. In principle, without prejudice to currently available SDT under individual WTO Agreements, developing countries should be given flexibilities in implementing WTO rules, which may result in the rebalancing of rights and obligations of WTO Members but only when policy measures at issue can contribute to particular developing countries’ development needs and no alternative less-trade restrictive measures are reasonably available. After reviewing WTO Members’ discussions since the adoption of the Doha Ministerial Declaration, this article suggests a ‘measure-specific ex ante approach’ for a workable solution to bridging the gap between developed countries and developing countries on SDT and development issues.", 26 July 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 553–570, https://doi.org/10.1093/jiel/jgm029
7,A New Dominant Trade Species Emerges: Is Bilateralism a Threat?,['Frederick M. Abbott'],"Over the past decade, government trade and finance ministries have increasingly turned toward negotiating bilateral and regional trading arrangements, and away from negotiations in multilateral forums like the WTO. There are several reasons for this shift, including changes in the global political environment and negotiating obstacles encountered by the multinational business community at the multilateral level. This shift appears to be an embedded phenomenon. Positive and negative aspects of preferential trading arrangements (PTAs) are in evidence. Trade creation-trade diversion economic analysis suggests the results may be net global welfare enhancing, although such analysis does not readily assess distributional effects. The global economy is enjoying a period of sustained—and widely distributed—economic growth, suggesting that the PTA phenomenon is not an immediate economic threat. On the negative side, the PTAs lead to administrative complexity, and may be somewhat destabilizing as businesses are encouraged to relocate. Some countries may suffer if left out, but this risk is ameliorated by the wide availability of potential negotiating partners. The PTA negotiating environment strongly favors powerful economic actors like the United States and European Union, which are largely dictating terms to developing (and developed) countries. Developing countries, particularly the less economically powerful, are losing autonomous decision-making authority. The consequences of this are difficult to quantify, and may raise questions better attuned to moral philosophers than economists. The WTO continues on its way, relegated to a less central status. A return to the WTO might reinvigorate the role of less powerful actors, but such return does not appear an immediate prospect. The PTA phenomenon, on balance, does not appear aggressively threatening. We may, however, be underestimating the positive role of multilateralism.", 30 July 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 571–583, https://doi.org/10.1093/jiel/jgm021
8,Ensuring that Regional Trade Agreements Complement the WTO System: US Unilateralism a Supplement to WTO Initiatives?,['Matthew Schaefer'],"In the mid-1990s, the policy debate within the WTO focused on whether regional trade agreements (RTAs) were building blocks or stumbling blocks for the WTO system, essentially questioning whether regionalism was appropriate at all from an economic policy perspective. Given the proliferation of RTAs since that time and the inability to roll back the clock, that policy debate has been replaced by a search for strengthened constraints on RTA activity that might ensure it complements the WTO system. Three major controversies within many existing RTAs are the exclusion of agriculture from coverage, complex and restrictive rules of origin, and varied treatment of the application of trade remedies. Despite some competing policy considerations, it is likely, on balance, that the WTO system would benefit if agriculture was required to be included in RTA coverage, if RTA rules of origin were simplified and liberalized, and if the controversy surrounding RTA treatment of trade remedies was cleared up. However, the search for constraints within the WTO system to achieve these results, either through the Doha negotiations or the dispute settlement system seems unlikely to succeed in the near future. Accordingly, enhanced and extended efforts by the US, either unilaterally or in conjunction with its RTA partners utilizing its negotiating leverage, may be a necessary supplement to efforts within the WTO in ensuring a more harmonious relationship between RTAs and the WTO system.", 30 July 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 585–603, https://doi.org/10.1093/jiel/jgm017
9,Services Trade: Past Liberalization and Future Challenges,"['Gary Hufbauer', ' Sherry Stephenson']","Services trade has truly become an engine of world growth. Over the past two decades, international trade in services has grown faster than world merchandize trade, which in turn has grown faster than world output. A combination of policy liberalization and technological progress has facilitated trade in many previously untradable services. However, very little progress has been made towards new policy liberalization in the ongoing Doha Development Round. This article discusses trade in services in five sections. Following a short introduction, Section I presents data on the past growth of services trade flows and makes rough projections of future expansion. The second and third sections summarize the achievements of the WTO in the service field, both as a negotiating forum and a dispute settlement system. The third section also emphasizes how FTAs are now playing the leading role in services liberalization. The fourth section critiques the absence of progress in the Doha Round and the fifth section examines the hot issue of services outsourcing. The concluding section offers policy recommendations for containing a possible protectionist backlash and promoting new liberalization.", 10 August 2007,Journal of International Economic Law, Volume 10, Issue 3, September 2007, Pages 605–630, https://doi.org/10.1093/jiel/jgm028
